"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 31 00:24:56 GMT 2025","Thu Jul 31 00:24:57 GMT 2025","450","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Thu Jul 31 00:25:27 GMT 2025","Thu Jul 31 00:25:28 GMT 2025","1056","webkit","coffee-cart.spec.ts","Coffee Cart Main Page","","","should load the coffee cart shopping page",""
"passed","Thu Jul 31 00:25:13 GMT 2025","Thu Jul 31 00:25:16 GMT 2025","2577","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Thu Jul 31 00:24:52 GMT 2025","Thu Jul 31 00:24:53 GMT 2025","303","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Thu Jul 31 00:24:59 GMT 2025","Thu Jul 31 00:25:01 GMT 2025","1204","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Thu Jul 31 00:24:56 GMT 2025","Thu Jul 31 00:24:56 GMT 2025","379","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Thu Jul 31 00:24:48 GMT 2025","Thu Jul 31 00:24:49 GMT 2025","409","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should return 200 on GET list",""
"passed","Thu Jul 31 00:25:04 GMT 2025","Thu Jul 31 00:25:05 GMT 2025","321","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Thu Jul 31 00:25:16 GMT 2025","Thu Jul 31 00:25:18 GMT 2025","1539","firefox","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Thu Jul 31 00:25:11 GMT 2025","Thu Jul 31 00:25:12 GMT 2025","1000","firefox","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Thu Jul 31 00:25:31 GMT 2025","Thu Jul 31 00:25:32 GMT 2025","905","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Thu Jul 31 00:24:51 GMT 2025","Thu Jul 31 00:24:51 GMT 2025","135","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Thu Jul 31 00:25:25 GMT 2025","Thu Jul 31 00:25:27 GMT 2025","1649","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate schema of each coffee item",""
"passed","Thu Jul 31 00:25:24 GMT 2025","Thu Jul 31 00:25:25 GMT 2025","348","webkit","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Thu Jul 31 00:25:05 GMT 2025","Thu Jul 31 00:25:05 GMT 2025","397","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Thu Jul 31 00:25:09 GMT 2025","Thu Jul 31 00:25:10 GMT 2025","968","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Thu Jul 31 00:25:13 GMT 2025","Thu Jul 31 00:25:13 GMT 2025","791","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Thu Jul 31 00:24:57 GMT 2025","Thu Jul 31 00:24:57 GMT 2025","362","chromium","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should handle error on mocked shopping page",""
"passed","Thu Jul 31 00:25:38 GMT 2025","Thu Jul 31 00:25:39 GMT 2025","1421","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to drag and drop",""
"passed","Thu Jul 31 00:25:03 GMT 2025","Thu Jul 31 00:25:04 GMT 2025","600","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify content type header",""
"passed","Thu Jul 31 00:25:34 GMT 2025","Thu Jul 31 00:25:34 GMT 2025","859","webkit","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Thu Jul 31 00:24:57 GMT 2025","Thu Jul 31 00:24:59 GMT 2025","2248","chromium","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Thu Jul 31 00:25:33 GMT 2025","Thu Jul 31 00:25:34 GMT 2025","849","webkit","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should be able to remove an item from the cart",""
"passed","Thu Jul 31 00:25:35 GMT 2025","Thu Jul 31 00:25:38 GMT 2025","2495","webkit","eviltester.spec.ts","Evil Tester Test Page","","","Should be able to observe hover behavior",""
"passed","Thu Jul 31 00:25:04 GMT 2025","Thu Jul 31 00:25:04 GMT 2025","318","firefox","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should verify specific coffee details",""
"passed","Thu Jul 31 00:24:52 GMT 2025","Thu Jul 31 00:24:52 GMT 2025","177","chromium","coffee-cart-api.spec.ts","Coffee Cart - GET API","","","should validate recipe ingredients",""
"passed","Thu Jul 31 00:24:55 GMT 2025","Thu Jul 31 00:24:55 GMT 2025","421","chromium","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should be presented an offer after 3 in cart",""
"passed","Thu Jul 31 00:24:56 GMT 2025","Thu Jul 31 00:24:56 GMT 2025","352","chromium","coffee-cart.spec.ts","Coffee Cart - Items in cart","","","should have 1 item in the cart",""
"passed","Thu Jul 31 00:25:28 GMT 2025","Thu Jul 31 00:25:29 GMT 2025","709","webkit","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add a coffee to the cart",""
"passed","Thu Jul 31 00:25:12 GMT 2025","Thu Jul 31 00:25:12 GMT 2025","873","firefox","coffee-cart.spec.ts","Coffee Cart - Use a Mocked Shopping Page","","","Should add a coffee to the cart from a mocked shopping page",""
"passed","Thu Jul 31 00:25:07 GMT 2025","Thu Jul 31 00:25:09 GMT 2025","1893","firefox","coffee-cart.spec.ts","Coffee Cart - Add to Cart","","","should add multiple coffees to the cart (all 9)",""
